date,rented_bike_count,hour,temperature,humidity,wind_speed,visibility,dew_point_temperature,solar_radiation,rainfall,snowfall,seasons,holiday,functioning_day,time_of_day,weekday,workday,did_it_rain,did_it_snow,month,week,year
2018-04-12,269,2,8.1,0.45,1,2000,-3.1,0,0,0,Spring,No Holiday,Yes,Night,Thu,Yes,No,No,Apr,19,2018
2018-03-07,849,17,10.4,0.37,1,2000,-3.6,0.67,0,0,Spring,No Holiday,Yes,Afternoon,Wed,Yes,No,No,Mar,14,2018
2018-09-20,1786,18,19.1,0.77,2.5,2000,14.9,0.08,0,0,Autumn,No Holiday,Yes,Evening,Thu,Yes,No,No,Sep,42,2018
2018-11-29,792,21,3.8,0.55,2.1,1231,-4.4,0,0,0,Autumn,No Holiday,Yes,Evening,Thu,Yes,No,No,Nov,52,2018
2018-08-24,405,15,24,0.94,3.1,1188,22.9,0.41,0.5,0,Summer,No Holiday,Yes,Afternoon,Fri,Yes,Yes,No,Aug,38,2018
2018-06-15,1726,16,26.5,0.45,1.6,2000,13.5,1.91,0,0,Summer,No Holiday,Yes,Afternoon,Fri,Yes,No,No,Jun,28,2018
2018-07-24,715,1,29.1,0.64,1.2,2000,21.5,0,0,0,Summer,No Holiday,Yes,Night,Tue,Yes,No,No,Jul,34,2018
2018-01-24,203,17,-11.8,0.26,3.5,2000,-27.4,0.39,0,0.7,Winter,No Holiday,Yes,Afternoon,Wed,Yes,No,Yes,Jan,8,2018
2018-07-22,569,13,36.7,0.33,1.8,1911,17.7,3.24,0,0,Summer,No Holiday,Yes,Afternoon,Sun,No,No,No,Jul,34,2018
2018-02-12,140,23,-4.4,0.58,2.4,2000,-11.4,0,0,0,Winter,No Holiday,Yes,Evening,Mon,Yes,No,No,Feb,11,2018
2018-03-09,444,11,5.9,0.51,0.7,1866,-3.4,0.91,0,0,Spring,No Holiday,Yes,Morning,Fri,Yes,No,No,Mar,14,2018
2018-05-12,34,16,13.8,0.97,0.7,196,13.3,0.12,1.5,0,Spring,No Holiday,Yes,Afternoon,Sat,No,Yes,No,May,23,2018
2018-07-01,16,22,21.7,0.97,0.7,540,21.1,0,3.5,0,Summer,No Holiday,Yes,Evening,Sun,No,Yes,No,Jul,31,2018
2018-01-22,63,15,3.6,0.69,1.8,655,-1.5,0.17,0,0,Winter,No Holiday,Yes,Afternoon,Mon,Yes,No,No,Jan,8,2018
2018-01-08,109,1,0.9,0.42,0.2,1333,-10.5,0,0,0,Winter,No Holiday,Yes,Night,Mon,Yes,No,No,Jan,6,2018
2018-05-27,2019,15,23.9,0.37,2.6,1889,8.3,1.82,0,0,Spring,No Holiday,Yes,Afternoon,Sun,No,No,No,May,26,2018
2018-03-08,452,14,7.7,0.62,2.4,1758,0.8,1.64,0,0,Spring,No Holiday,Yes,Afternoon,Thu,Yes,No,No,Mar,14,2018
2018-11-24,420,19,2.6,0.85,1.2,797,0.3,0,0,3.3,Autumn,No Holiday,Yes,Evening,Sat,No,No,Yes,Nov,51,2018
2017-12-14,80,3,-10.7,0.48,0.4,1651,-19.6,0,0,0,Winter,No Holiday,Yes,Night,Thu,Yes,No,No,Dec,2,2017
2018-02-24,379,18,3.5,0.3,2.9,1726,-12.4,0.31,0,0,Winter,No Holiday,Yes,Evening,Sat,No,No,No,Feb,12,2018
2018-07-29,511,2,27.7,0.73,0.4,1832,22.4,0,0,0,Summer,No Holiday,Yes,Night,Sun,No,No,No,Jul,35,2018
2018-11-02,403,6,4.5,0.77,1,1410,0.8,0,0,0,Autumn,No Holiday,Yes,Morning,Fri,Yes,No,No,Nov,48,2018
2017-12-12,173,23,-9.3,0.47,2.1,2000,-18.5,0,0,0,Winter,No Holiday,Yes,Evening,Tue,Yes,No,No,Dec,2,2017
2018-10-19,1188,7,7.3,0.72,0.4,2000,2.5,0,0,0,Autumn,No Holiday,Yes,Morning,Fri,Yes,No,No,Oct,46,2018
2018-06-11,1475,17,20.7,0.72,3.4,2000,15.4,0.11,0,0,Summer,No Holiday,Yes,Afternoon,Mon,Yes,No,No,Jun,28,2018
2018-04-04,355,0,15,0.96,2.1,141,14.3,0,0.1,0,Spring,No Holiday,Yes,Night,Wed,Yes,Yes,No,Apr,18,2018
2017-12-15,300,21,0.7,0.47,2.7,1283,-9.3,0,0,0,Winter,No Holiday,Yes,Evening,Fri,Yes,No,No,Dec,2,2017
2018-05-15,170,4,16.1,0.74,0.8,440,11.4,0,0,0,Spring,No Holiday,Yes,Night,Tue,Yes,No,No,May,24,2018
2018-09-23,334,3,15.8,0.7,0.8,2000,10.3,0,0,0,Autumn,Holiday,Yes,Night,Sun,No,No,No,Sep,43,2018
2018-05-22,86,16,19.5,0.8,1.2,553,15.9,0.53,0.4,0,Spring,Holiday,Yes,Afternoon,Tue,Yes,Yes,No,May,25,2018
2018-08-27,75,9,21.5,0.97,0.9,1543,20.9,0.19,0.5,0,Summer,No Holiday,Yes,Morning,Mon,Yes,Yes,No,Aug,39,2018
2018-09-12,1066,13,26.8,0.45,1.8,1984,13.8,2.6,0,0,Autumn,No Holiday,Yes,Afternoon,Wed,Yes,No,No,Sep,41,2018
2018-01-27,36,4,-15.3,0.47,0.8,1868,-24,0,0,0.3,Winter,No Holiday,Yes,Night,Sat,No,No,Yes,Jan,8,2018
2018-03-17,520,9,3.4,0.49,1.6,1950,-6.3,1.03,0,0,Spring,No Holiday,Yes,Morning,Sat,No,No,No,Mar,15,2018
2018-08-07,1664,22,29.8,0.75,1.4,1609,24.8,0,0,0,Summer,No Holiday,Yes,Evening,Tue,Yes,No,No,Aug,36,2018
2018-02-26,619,19,5.5,0.3,2.7,1150,-10.7,0.01,0,0,Winter,No Holiday,Yes,Evening,Mon,Yes,No,No,Feb,13,2018
2018-05-03,794,11,14.7,0.45,3,1799,2.8,1.68,0,0,Spring,No Holiday,Yes,Morning,Thu,Yes,No,No,May,22,2018
2018-01-01,65,6,-4.5,0.51,1.1,2000,-13.1,0,0,0,Winter,Holiday,Yes,Morning,Mon,Yes,No,No,Jan,5,2018
2018-01-25,152,16,-9.6,0.31,2.6,1973,-23.6,0.66,0,0.5,Winter,No Holiday,Yes,Afternoon,Thu,Yes,No,Yes,Jan,8,2018
2018-02-01,341,17,0.3,0.26,2.4,1977,-17,0.45,0,0,Winter,No Holiday,Yes,Afternoon,Thu,Yes,No,No,Feb,9,2018
2017-12-15,296,22,-0.1,0.49,2,870,-9.5,0,0,0,Winter,No Holiday,Yes,Evening,Fri,Yes,No,No,Dec,2,2017
2018-06-18,917,0,21.3,0.74,1.4,963,16.4,0,0,0,Summer,No Holiday,Yes,Night,Mon,Yes,No,No,Jun,29,2018
2018-01-14,79,3,-3.6,0.78,1.6,471,-6.8,0,0,0,Winter,No Holiday,Yes,Night,Sun,No,No,No,Jan,7,2018
2018-06-09,381,6,19,0.84,0.5,440,16.2,0.05,0,0,Summer,No Holiday,Yes,Morning,Sat,No,No,No,Jun,27,2018
2018-05-26,1441,13,27.8,0.31,2,1326,9.1,3.29,0,0,Spring,No Holiday,Yes,Afternoon,Sat,No,No,No,May,25,2018
2017-12-18,165,20,3.3,0.65,3.2,1172,-2.6,0,0,2.7,Winter,No Holiday,Yes,Evening,Mon,Yes,No,Yes,Dec,3,2017
2018-02-28,332,11,7.1,0.5,2.2,534,-2.6,0.33,0,0,Winter,No Holiday,Yes,Morning,Wed,Yes,No,No,Feb,13,2018
2018-06-11,194,4,18.8,0.6,1,2000,10.8,0,0,0,Summer,No Holiday,Yes,Night,Mon,Yes,No,No,Jun,28,2018
2018-05-21,165,3,13,0,0.8,2000,-2.5,0,0,0,Spring,No Holiday,Yes,Night,Mon,Yes,No,No,May,25,2018
2018-09-09,2099,16,27.1,0.35,0.9,2000,10.3,1.27,0,0,Autumn,No Holiday,Yes,Afternoon,Sun,No,No,No,Sep,41,2018
2018-04-16,1016,14,18,0.28,1.6,1820,-0.8,3.11,0,0,Spring,No Holiday,Yes,Afternoon,Mon,Yes,No,No,Apr,20,2018
2018-10-30,847,13,9.8,0.33,1.8,1937,-5.7,2.3,0,0,Autumn,No Holiday,Yes,Afternoon,Tue,Yes,No,No,Oct,48,2018
2018-03-10,241,2,1.6,0.79,0.9,685,-1.6,0,0,0,Spring,No Holiday,Yes,Night,Sat,No,No,No,Mar,14,2018
2018-04-17,1071,22,11,0.34,1.2,1529,-4.2,0,0,0,Spring,No Holiday,Yes,Evening,Tue,Yes,No,No,Apr,20,2018
2018-11-26,1708,18,9.5,0.56,0.5,628,1.1,0,0,0,Autumn,No Holiday,Yes,Evening,Mon,Yes,No,No,Nov,52,2018
2017-12-31,43,0,0.9,0.95,1.8,63,0.1,0,0.2,0.2,Winter,Holiday,Yes,Night,Sun,No,Yes,Yes,Dec,5,2017
2018-02-25,396,12,5.5,0.25,3.1,1652,-13,2.28,0,0,Winter,No Holiday,Yes,Afternoon,Sun,No,No,No,Feb,13,2018
2018-02-18,99,0,-3.6,0.33,1.7,2000,-17.5,0,0,0,Winter,No Holiday,Yes,Night,Sun,No,No,No,Feb,12,2018
2018-03-21,374,10,3.6,0.37,1.3,2000,-9.7,0.83,0,0,Spring,No Holiday,Yes,Morning,Wed,Yes,No,No,Mar,16,2018
2017-12-06,307,10,-0.9,0.64,0,1224,-6.8,0.63,0,0.2,Winter,No Holiday,Yes,Morning,Wed,Yes,No,Yes,Dec,1,2017
2018-10-27,1254,15,11.4,0.32,3.8,2000,-4.7,1.21,0,0,Autumn,No Holiday,Yes,Afternoon,Sat,No,No,No,Oct,47,2018
2018-09-13,2021,17,27.9,0.51,1.4,2000,16.8,1.19,0,0,Autumn,No Holiday,Yes,Afternoon,Thu,Yes,No,No,Sep,41,2018
2018-01-07,122,8,-5.3,0.53,1.1,1411,-13.4,0,0,0,Winter,No Holiday,Yes,Morning,Sun,No,No,No,Jan,6,2018
2018-05-30,1571,16,24.7,0.47,3,1594,12.6,2.44,0,0,Spring,No Holiday,Yes,Afternoon,Wed,Yes,No,No,May,26,2018
2018-06-21,2179,22,22.8,0.67,2.1,1042,16.3,0,0,0,Summer,No Holiday,Yes,Evening,Thu,Yes,No,No,Jun,29,2018
2018-04-14,253,2,13.5,0.27,1.6,2000,-5.1,0,0,0,Spring,No Holiday,Yes,Night,Sat,No,No,No,Apr,19,2018
2018-06-01,2123,17,29.2,0.35,4.3,1967,12.1,1.87,0,0,Summer,No Holiday,Yes,Afternoon,Fri,Yes,No,No,Jun,26,2018
2018-01-25,178,19,-12.7,0.33,3.7,2000,-25.6,0,0,0.5,Winter,No Holiday,Yes,Evening,Thu,Yes,No,Yes,Jan,8,2018
2018-03-19,592,8,7.3,0.84,2.2,813,4.7,0.05,0,0,Spring,No Holiday,Yes,Morning,Mon,Yes,No,No,Mar,16,2018
2018-01-24,71,6,-15.7,0.29,2.5,2000,-29.7,0,0,0.9,Winter,No Holiday,Yes,Morning,Wed,Yes,No,Yes,Jan,8,2018
2018-07-24,1820,8,29.9,0.59,0.8,1727,21,1.03,0,0,Summer,No Holiday,Yes,Morning,Tue,Yes,No,No,Jul,34,2018
2018-02-01,37,4,-7.1,0.56,1.8,1841,-14.4,0,0,1.6,Winter,No Holiday,Yes,Night,Thu,Yes,No,Yes,Feb,9,2018
2018-11-28,287,6,2.6,0.33,1.5,1185,-12,0,0,0,Autumn,No Holiday,Yes,Morning,Wed,Yes,No,No,Nov,52,2018
2018-03-22,653,9,2.5,0.67,1.3,1472,-3,1.11,0,0,Spring,No Holiday,Yes,Morning,Thu,Yes,No,No,Mar,16,2018
2018-07-15,402,7,25.2,0.8,0.2,1551,21.4,0.18,0,0,Summer,No Holiday,Yes,Morning,Sun,No,No,No,Jul,33,2018
2018-06-28,561,0,22.2,0.84,1.1,482,19.3,0,0,0,Summer,No Holiday,Yes,Night,Thu,Yes,No,No,Jun,30,2018
2018-06-02,1490,23,20.6,0.52,0.5,2000,10.3,0,0,0,Summer,No Holiday,Yes,Evening,Sat,No,No,No,Jun,26,2018
2018-02-05,115,23,-10.5,0.47,2.8,1794,-19.6,0,0,0,Winter,No Holiday,Yes,Evening,Mon,Yes,No,No,Feb,10,2018
2018-08-29,57,18,23.9,0.96,0.2,991,23.2,0,1.5,0,Summer,No Holiday,Yes,Evening,Wed,Yes,Yes,No,Aug,39,2018
2018-05-23,34,2,15,0.97,2.5,236,14.5,0,3,0,Spring,No Holiday,Yes,Night,Wed,Yes,Yes,No,May,25,2018
2018-08-20,281,5,25.7,0.68,0.8,1395,19.3,0,0,0,Summer,No Holiday,Yes,Night,Mon,Yes,No,No,Aug,38,2018
2018-11-23,800,9,-1.5,0.33,0.9,1962,-15.7,0.57,0,0,Autumn,No Holiday,Yes,Morning,Fri,Yes,No,No,Nov,51,2018
2018-07-19,393,3,24.4,0.85,0.6,678,21.7,0,0,0,Summer,No Holiday,Yes,Night,Thu,Yes,No,No,Jul,33,2018
2017-12-06,117,2,-3,0.79,0,1862,-6.1,0,0,0.4,Winter,No Holiday,Yes,Night,Wed,Yes,No,Yes,Dec,1,2017
2018-11-22,759,16,5.9,0.34,2.9,1985,-8.7,0.55,0,0,Autumn,No Holiday,Yes,Afternoon,Thu,Yes,No,No,Nov,51,2018
2018-11-23,109,4,-2,0.42,0.7,2000,-13.2,0,0,0,Autumn,No Holiday,Yes,Night,Fri,Yes,No,No,Nov,51,2018
2018-01-31,144,11,-1.5,0.46,2.5,1906,-11.6,0.56,0,3,Winter,No Holiday,Yes,Morning,Wed,Yes,No,Yes,Jan,9,2018
2018-02-23,669,18,7.5,0.7,5,374,2.3,0.08,0,0,Winter,No Holiday,Yes,Evening,Fri,Yes,No,No,Feb,12,2018
2018-09-26,2170,15,24.7,0.35,1.2,2000,8.1,2.28,0,0,Autumn,No Holiday,Yes,Afternoon,Wed,Yes,No,No,Sep,43,2018
2018-07-01,25,7,22.1,0.89,0.5,1617,20.1,0.08,0.5,0,Summer,No Holiday,Yes,Morning,Sun,No,Yes,No,Jul,31,2018
2018-09-25,1045,12,21.7,0.36,2,2000,5.9,2.78,0,0,Autumn,Holiday,Yes,Afternoon,Tue,Yes,No,No,Sep,43,2018
2018-03-15,355,1,16.3,0.68,2.1,1859,10.3,0,0,0,Spring,No Holiday,Yes,Night,Thu,Yes,No,No,Mar,15,2018
2018-06-28,826,10,25.3,0.7,0.6,1386,19.4,0.7,0,0,Summer,No Holiday,Yes,Morning,Thu,Yes,No,No,Jun,30,2018
2018-05-16,124,4,22.3,0.86,0.5,387,19.8,0,0,0,Spring,No Holiday,Yes,Night,Wed,Yes,No,No,May,24,2018
2018-11-30,149,5,-0.7,0.66,0.5,1336,-6.2,0,0,0,Autumn,No Holiday,Yes,Night,Fri,Yes,No,No,Nov,52,2018
2017-12-02,388,11,1.9,0.49,1.8,1406,-7.7,1,0,0,Winter,No Holiday,Yes,Morning,Sat,No,No,No,Dec,0,2017
2017-12-19,93,2,-2.7,0.72,0.9,990,-7,0,0,2.6,Winter,No Holiday,Yes,Night,Tue,Yes,No,Yes,Dec,3,2017
2018-03-22,758,15,10.7,0.34,4.5,1850,-4.5,2.51,0,0,Spring,No Holiday,Yes,Afternoon,Thu,Yes,No,No,Mar,16,2018
2018-04-26,1124,7,10.7,0.68,0.8,1093,5,0.27,0,0,Spring,No Holiday,Yes,Morning,Thu,Yes,No,No,Apr,21,2018
2018-05-05,508,2,12.1,0.53,1.1,1948,2.7,0,0,0,Spring,No Holiday,Yes,Night,Sat,No,No,No,May,22,2018
2018-07-08,1053,11,23.8,0.47,2.1,2000,11.8,2.59,0,0,Summer,No Holiday,Yes,Morning,Sun,No,No,No,Jul,32,2018
2018-10-13,1402,12,16.6,0.36,0.7,1442,1.4,2.45,0,0,Autumn,No Holiday,Yes,Afternoon,Sat,No,No,No,Oct,45,2018
2018-01-15,349,15,7.4,0.38,1.7,817,-6,0.63,0,0,Winter,No Holiday,Yes,Afternoon,Mon,Yes,No,No,Jan,7,2018
2018-08-05,401,3,27.3,0.84,1.7,1089,24.3,0,0,0,Summer,No Holiday,Yes,Night,Sun,No,No,No,Aug,36,2018
2018-01-21,295,18,2.5,0.24,2,2000,-16,0.02,0,0,Winter,No Holiday,Yes,Evening,Sun,No,No,No,Jan,8,2018
2018-08-07,855,16,35.4,0.45,2.6,1529,21.6,1.84,0,0,Summer,No Holiday,Yes,Afternoon,Tue,Yes,No,No,Aug,36,2018
2018-02-16,47,2,-4.1,0.38,1.2,1996,-16.3,0,0,0,Winter,Holiday,Yes,Night,Fri,Yes,No,No,Feb,11,2018
2018-11-27,593,23,5.8,0.34,2.6,763,-8.8,0,0,0,Autumn,No Holiday,Yes,Evening,Tue,Yes,No,No,Nov,52,2018
2018-10-15,1052,12,19,0.6,1.8,513,11,2.11,0,0,Autumn,No Holiday,Yes,Afternoon,Mon,Yes,No,No,Oct,46,2018
2017-12-04,186,1,4.3,0.87,0.5,221,2.3,0,0,0,Winter,No Holiday,Yes,Night,Mon,Yes,No,No,Dec,1,2017
2017-12-21,212,23,-1.5,0.79,0.6,821,-4.6,0,0,0.8,Winter,No Holiday,Yes,Evening,Thu,Yes,No,Yes,Dec,3,2017
2018-08-11,1022,0,29.8,0.63,2,2000,21.9,0,0,0,Summer,No Holiday,Yes,Night,Sat,No,No,No,Aug,36,2018
2018-03-29,949,22,13.3,0.71,2.1,581,8.1,0,0,0,Spring,No Holiday,Yes,Evening,Thu,Yes,No,No,Mar,17,2018
2018-11-01,1011,9,4.7,0.6,0.9,1219,-2.4,0.82,0,0,Autumn,No Holiday,Yes,Morning,Thu,Yes,No,No,Nov,48,2018
2018-03-03,920,18,13.9,0.26,1.9,1995,-5.3,0.41,0,0,Spring,No Holiday,Yes,Evening,Sat,No,No,No,Mar,13,2018
2018-07-16,2362,20,29.3,0.58,2.4,2000,20.1,0.09,0,0,Summer,No Holiday,Yes,Evening,Mon,Yes,No,No,Jul,33,2018
2018-08-21,848,12,25.7,0.74,3.4,1951,20.7,1.16,0,0,Summer,No Holiday,Yes,Afternoon,Tue,Yes,No,No,Aug,38,2018
2018-04-10,981,7,7.2,0.5,1.1,1454,-2.5,0.1,0,0,Spring,No Holiday,Yes,Morning,Tue,Yes,No,No,Apr,19,2018
2018-05-24,1838,21,19.3,0.5,1.7,1381,8.6,0,0,0,Spring,No Holiday,Yes,Evening,Thu,Yes,No,No,May,25,2018
2018-10-06,941,14,19.3,0.79,3.6,2000,15.5,1.36,0,0,Autumn,No Holiday,Yes,Afternoon,Sat,No,No,No,Oct,44,2018
2018-04-27,427,6,9.9,0.66,1.5,931,3.8,0,0,0,Spring,No Holiday,Yes,Morning,Fri,Yes,No,No,Apr,21,2018
2018-07-06,2183,21,23.1,0.54,2.1,2000,13.2,0,0,0,Summer,No Holiday,Yes,Evening,Fri,Yes,No,No,Jul,31,2018
2018-06-23,934,8,22.6,0.42,0.7,1887,9,0.62,0,0,Summer,No Holiday,Yes,Morning,Sat,No,No,No,Jun,29,2018
2018-07-12,938,0,26.7,0.79,0.9,1590,22.7,0,0,0,Summer,No Holiday,Yes,Night,Thu,Yes,No,No,Jul,32,2018
2018-03-02,343,11,0.1,0.3,1.8,1640,-15.4,2.19,0,0,Spring,No Holiday,Yes,Morning,Fri,Yes,No,No,Mar,13,2018
2018-07-05,1011,15,28.8,0.66,0.9,1806,21.8,1.55,0,0,Summer,No Holiday,Yes,Afternoon,Thu,Yes,No,No,Jul,31,2018
2018-04-29,2094,17,21.9,0.28,3.1,1023,2.5,1.6,0,0,Spring,No Holiday,Yes,Afternoon,Sun,No,No,No,Apr,22,2018
2018-09-10,2278,8,20.1,0.57,1.6,2000,11.3,0.73,0,0,Autumn,No Holiday,Yes,Morning,Mon,Yes,No,No,Sep,41,2018
2018-02-16,93,11,1,0.25,1.4,1782,-16.8,1.7,0,0,Winter,Holiday,Yes,Morning,Fri,Yes,No,No,Feb,11,2018
2018-01-24,297,18,-13,0.29,3.4,2000,-27.3,0.05,0,0.7,Winter,No Holiday,Yes,Evening,Wed,Yes,No,Yes,Jan,8,2018
2018-05-09,2034,17,21.3,0.34,2.7,1967,4.7,1.82,0,0,Spring,No Holiday,Yes,Afternoon,Wed,Yes,No,No,May,23,2018
2018-03-31,1542,15,18.9,0.28,3.7,1769,0,2.09,0,0,Spring,No Holiday,Yes,Afternoon,Sat,No,No,No,Mar,17,2018
2018-06-26,199,20,24.1,0.94,4.5,214,23,0,0.5,0,Summer,No Holiday,Yes,Evening,Tue,Yes,Yes,No,Jun,30,2018
2018-03-14,1275,20,17.2,0.6,2.5,1993,9.3,0,0,0,Spring,No Holiday,Yes,Evening,Wed,Yes,No,No,Mar,15,2018
2018-02-24,219,22,0.1,0.32,0.9,1937,-14.6,0,0,0,Winter,No Holiday,Yes,Evening,Sat,No,No,No,Feb,12,2018
2018-09-13,915,10,22.7,0.61,0.9,2000,14.7,0.82,0,0,Autumn,No Holiday,Yes,Morning,Thu,Yes,No,No,Sep,41,2018
2018-01-10,207,13,-5.1,0.43,4.7,1901,-15.7,1.18,0,0.4,Winter,No Holiday,Yes,Afternoon,Wed,Yes,No,Yes,Jan,6,2018
2018-10-01,2857,18,16.6,0.61,2.9,2000,9,0.16,0,0,Autumn,No Holiday,Yes,Evening,Mon,Yes,No,No,Oct,44,2018
2018-06-04,1354,23,21.4,0.68,2.7,972,15.2,0,0,0,Summer,No Holiday,Yes,Evening,Mon,Yes,No,No,Jun,27,2018
2018-08-22,1990,8,25.7,0.66,0.9,1976,18.8,0.64,0,0,Summer,No Holiday,Yes,Morning,Wed,Yes,No,No,Aug,38,2018
2018-08-22,346,3,24.1,0.8,0.8,1920,20.4,0,0,0,Summer,No Holiday,Yes,Night,Wed,Yes,No,No,Aug,38,2018
2018-06-14,532,10,19.7,0.94,1.1,497,18.7,0.61,1,0,Summer,No Holiday,Yes,Morning,Thu,Yes,Yes,No,Jun,28,2018
2018-02-22,75,5,-2.4,0.59,1.1,1984,-9.3,0,0,0,Winter,No Holiday,Yes,Night,Thu,Yes,No,No,Feb,12,2018
2018-04-16,1452,16,18.5,0.24,3,1773,-2.4,2.27,0,0,Spring,No Holiday,Yes,Afternoon,Mon,Yes,No,No,Apr,20,2018
2018-09-03,1580,8,24.2,0.7,1.4,2000,18.3,0.16,0,0,Autumn,No Holiday,Yes,Morning,Mon,Yes,No,No,Sep,40,2018
2018-05-08,767,23,12.2,0.57,1.9,2000,3.9,0,0,0,Spring,No Holiday,Yes,Evening,Tue,Yes,No,No,May,23,2018
2018-07-19,1870,22,28,0.76,1.5,1542,23.3,0,0,0,Summer,No Holiday,Yes,Evening,Thu,Yes,No,No,Jul,33,2018
2018-10-27,713,8,7.7,0.62,2.4,1985,0.8,0.23,0,0,Autumn,No Holiday,Yes,Morning,Sat,No,No,No,Oct,47,2018
2018-02-13,295,15,3.7,0.4,5.3,1950,-8.6,1.96,0,0,Winter,No Holiday,Yes,Afternoon,Tue,Yes,No,No,Feb,11,2018
2018-01-06,356,13,0.9,0.28,2.4,1895,-15.6,1.18,0,0,Winter,No Holiday,Yes,Afternoon,Sat,No,No,No,Jan,5,2018
2018-04-05,79,23,7.1,0.96,1.3,1497,6.5,0,0.5,0,Spring,No Holiday,Yes,Evening,Thu,Yes,Yes,No,Apr,18,2018
2017-12-26,350,17,-3.6,0.2,3.7,2000,-23.3,0.23,0,0,Winter,No Holiday,Yes,Afternoon,Tue,Yes,No,No,Dec,4,2017
2018-04-18,975,13,17.7,0.16,2.8,1824,-8.4,3.27,0,0,Spring,No Holiday,Yes,Afternoon,Wed,Yes,No,No,Apr,20,2018
2018-06-01,963,0,20.1,0.63,1.1,1698,12.8,0,0,0,Summer,No Holiday,Yes,Night,Fri,Yes,No,No,Jun,26,2018
2018-09-27,1222,23,17.7,0.51,1.4,2000,7.4,0,0,0,Autumn,No Holiday,Yes,Evening,Thu,Yes,No,No,Sep,43,2018
2018-05-20,713,1,14.7,0.43,1.2,2000,2.2,0,0,0,Spring,No Holiday,Yes,Night,Sun,No,No,No,May,25,2018
2018-07-25,2039,19,31.7,0.6,2.3,1492,22.9,0.23,0,0,Summer,No Holiday,Yes,Evening,Wed,Yes,No,No,Jul,34,2018
2018-04-02,1469,8,15.7,0.75,1.1,804,11.2,0.11,0,0,Spring,No Holiday,Yes,Morning,Mon,Yes,No,No,Apr,18,2018
2018-10-21,146,5,8.2,0.73,1.3,1305,3.6,0,0,0,Autumn,No Holiday,Yes,Night,Sun,No,No,No,Oct,47,2018
2017-12-18,128,23,0.1,0.81,2.9,551,-2.7,0,0,2.6,Winter,No Holiday,Yes,Evening,Mon,Yes,No,Yes,Dec,3,2017
2018-03-05,85,7,3.8,0.87,2.2,2000,1.8,0,0,0,Spring,No Holiday,Yes,Morning,Mon,Yes,No,No,Mar,14,2018
2018-02-12,262,9,-8.4,0.28,2.2,1947,-23.7,0.49,0,0,Winter,No Holiday,Yes,Morning,Mon,Yes,No,No,Feb,11,2018
2018-07-15,946,15,32.9,0.49,2.6,1631,20.7,2.81,0,0,Summer,No Holiday,Yes,Afternoon,Sun,No,No,No,Jul,33,2018
2018-11-15,1146,20,9.5,0.49,1.3,918,-0.7,0,0,0,Autumn,No Holiday,Yes,Evening,Thu,Yes,No,No,Nov,50,2018
2018-09-17,868,10,21.7,0.6,1.7,1540,13.5,1.44,0,0,Autumn,No Holiday,Yes,Morning,Mon,Yes,No,No,Sep,42,2018
2018-01-03,279,13,-2.2,0.31,2.3,1910,-17,1.13,0,0,Winter,No Holiday,Yes,Afternoon,Wed,Yes,No,No,Jan,5,2018
2018-07-06,1449,7,22.6,0.63,1.3,2000,15.1,0.21,0,0,Summer,No Holiday,Yes,Morning,Fri,Yes,No,No,Jul,31,2018
2018-04-06,585,16,6.6,0.5,4,645,-3.1,0.81,0,0,Spring,No Holiday,Yes,Afternoon,Fri,Yes,No,No,Apr,18,2018
2018-10-21,342,3,9.2,0.68,0.4,1538,3.5,0,0,0,Autumn,No Holiday,Yes,Night,Sun,No,No,No,Oct,47,2018
2018-01-04,66,5,-7.6,0.49,1.3,2000,-16.4,0,0,0,Winter,No Holiday,Yes,Night,Thu,Yes,No,No,Jan,5,2018
2018-06-01,1093,13,29.4,0.33,2.2,1535,11.4,3.3,0,0,Summer,No Holiday,Yes,Afternoon,Fri,Yes,No,No,Jun,26,2018
2018-05-08,1726,20,15.8,0.47,1.8,2000,4.4,0.01,0,0,Spring,No Holiday,Yes,Evening,Tue,Yes,No,No,May,23,2018
2018-03-29,106,5,12.7,0.83,0.8,392,9.8,0,0,0,Spring,No Holiday,Yes,Night,Thu,Yes,No,No,Mar,17,2018
2018-04-05,99,21,7.3,0.96,1.5,749,6.6,0,1,0,Spring,No Holiday,Yes,Evening,Thu,Yes,Yes,No,Apr,18,2018
2018-01-11,203,7,-12.3,0.59,2.3,1738,-18.6,0,0,0,Winter,No Holiday,Yes,Morning,Thu,Yes,No,No,Jan,6,2018
2018-10-13,835,0,9.1,0.69,0.9,1885,3.7,0,0,0,Autumn,No Holiday,Yes,Night,Sat,No,No,No,Oct,45,2018
2018-06-02,898,8,20.4,0.54,1,828,10.7,1.23,0,0,Summer,No Holiday,Yes,Morning,Sat,No,No,No,Jun,26,2018
2018-05-20,190,6,11.6,0.46,0.8,2000,0.3,0.05,0,0,Spring,No Holiday,Yes,Morning,Sun,No,No,No,May,25,2018
2018-06-20,2289,17,28,0.5,3.2,1137,16.6,1.93,0,0,Summer,No Holiday,Yes,Afternoon,Wed,Yes,No,No,Jun,29,2018
2018-11-20,1020,21,8.8,0.37,3.8,1750,-5.1,0,0,0,Autumn,No Holiday,Yes,Evening,Tue,Yes,No,No,Nov,51,2018
2017-12-17,175,0,-8.1,0.41,2,2000,-19,0,0,0,Winter,No Holiday,Yes,Night,Sun,No,No,No,Dec,3,2017
